gen testSuiteSize notKilledMutants number_of_tests no_discount_objective no_equiv_mut_not_killed no_equiv_mut_not_killed_perc
1 2 9.82421875 18 10 7 1.0
1 6 8.671875 42 9 6 0.8571428571428571
1 4 9.640625 46 10 7 1.0
2 2 9.5390625 59 10 7 1.0
2 5 9.4375 72 10 7 1.0
2 6 7.54296875 78 8 5 0.7142857142857143
2 3 9.47265625 90 10 7 1.0
3 4 9.390625 104 10 7 1.0
3 6 8.361328125 109 9 6 0.8571428571428571
3 5 9.33203125 114 10 7 1.0
4 3 9.140625 176 10 7 1.0
4 4 9.1064453125 183 10 7 1.0
5 1 8.974609375 210 10 7 1.0
5 4 8.935546875 218 10 7 1.0
5 5 6.9208984375 221 8 5 0.7142857142857143
6 5 7.9013671875 225 9 6 0.8571428571428571
6 3 8.7744140625 251 10 7 1.0
6 6 7.7255859375 261 9 6 0.8571428571428571
6 4 8.7060546875 265 10 7 1.0
7 0 8.6767578125 271 10 7 1.0
7 3 8.564453125 294 10 7 1.0
8 3 8.4619140625 315 10 7 1.0
8 4 8.4375 320 10 7 1.0
8 7 8.4130859375 325 10 7 1.0
9 5 7.3544921875 337 9 6 0.8571428571428571
9 6 7.3349609375 341 9 6 0.8571428571428571
9 0 8.3154296875 345 10 7 1.0
10 4 8.2568359375 357 10 7 1.0
10 5 8.18359375 372 10 7 1.0
10 6 7.4453125 398 9 6 0.8571428571428571
11 3 8.38671875 413 10 7 1.0
11 5 5.37890625 415 7 4 0.5714285714285714
11 4 8.36328125 419 10 7 1.0
12 3 8.3203125 430 10 7 1.0
12 6 6.7255859375 435 8 5 0.7142857142857143
12 1 8.6845703125 449 10 7 1.0
13 2 8.6552734375 459 10 7 1.0
13 3 8.646484375 462 10 7 1.0
13 4 8.6025390625 477 10 7 1.0
14 4 7.576171875 486 9 6 0.8571428571428571
14 2 8.529296875 502 10 7 1.0
15 2 8.5263671875 503 10 7 1.0
15 5 7.5029296875 511 9 6 0.8571428571428571
15 3 8.4912109375 515 10 7 1.0
15 7 7.46484375 524 9 6 0.8571428571428571
16 5 6.423828125 538 8 5 0.7142857142857143
16 1 8.3974609375 547 10 7 1.0
17 3 8.353515625 562 10 7 1.0
17 4 8.341796875 566 10 7 1.0
17 8 8.32421875 572 10 7 1.0
18 2 8.2509765625 597 10 7 1.0
19 2 8.224609375 606 10 7 1.0
19 4 8.2041015625 613 10 7 1.0
20 2 8.171875 624 10 7 1.0
20 5 8.13671875 636 10 7 1.0
21 1 8.1279296875 639 10 7 1.0
21 2 8.0810546875 655 10 7 1.0
22 1 8.060546875 662 10 7 1.0
22 6 7.0546875 664 9 6 0.8571428571428571
22 4 8.048828125 666 10 7 1.0
22 5 8.0283203125 673 10 7 1.0
23 3 8.0078125 680 10 7 1.0
23 4 7.0078125 680 9 6 0.8571428571428571
24 2 7.97265625 692 10 7 1.0
25 4 7.896484375 718 10 7 1.0
26 6 0.8642578125 729 3 0 0.0
26 4 7.8583984375 731 10 7 1.0
27 5 4.8349609375 739 7 4 0.5714285714285714
27 6 4.8291015625 741 7 4 0.5714285714285714
27 1 7.8291015625 741 10 7 1.0
28 3 7.814453125 746 10 7 1.0
28 4 7.7822265625 757 10 7 1.0
29 6 4.7734375 760 7 4 0.5714285714285714
29 2 7.7705078125 761 10 7 1.0
29 3 7.7587890625 765 10 7 1.0
29 5 7.7470703125 769 10 7 1.0
30 4 7.7177734375 779 10 7 1.0
30 6 7.708984375 782 10 7 1.0
31 6 6.6943359375 787 9 6 0.8571428571428571
31 3 7.6708984375 795 10 7 1.0
31 5 7.6650390625 797 10 7 1.0
32 7 4.65625 800 7 4 0.5714285714285714
32 4 7.615234375 814 10 7 1.0
32 6 5.6064453125 817 8 5 0.7142857142857143
33 5 6.5830078125 825 9 6 0.8571428571428571
33 3 7.580078125 826 10 7 1.0
33 10 4.5712890625 829 7 4 0.5714285714285714
34 6 6.5654296875 831 9 6 0.8571428571428571
34 2 7.55078125 836 10 7 1.0
35 3 7.5390625 840 10 7 1.0
35 5 7.5185546875 847 10 7 1.0
36 2 7.5068359375 851 10 7 1.0
37 2 7.4921875 856 10 7 1.0
37 5 4.4892578125 857 7 4 0.5714285714285714
37 3 7.4892578125 857 10 7 1.0
38 5 6.4775390625 861 9 6 0.8571428571428571
38 1 7.46875 864 10 7 1.0
38 4 7.4599609375 867 10 7 1.0
39 3 7.4453125 872 10 7 1.0
39 5 7.439453125 874 10 7 1.0
40 5 5.4306640625 877 8 5 0.7142857142857143
40 2 7.4248046875 879 10 7 1.0
41 2 7.4130859375 883 10 7 1.0
41 4 6.4130859375 883 9 6 0.8571428571428571
42 6 6.3896484375 891 9 6 0.8571428571428571
42 2 7.3896484375 891 10 7 1.0
43 6 6.3837890625 893 9 6 0.8571428571428571
43 4 7.375 896 10 7 1.0
44 7 5.3603515625 901 8 5 0.7142857142857143
44 6 6.357421875 902 9 6 0.8571428571428571
44 3 7.3544921875 903 10 7 1.0
44 4 7.3486328125 905 10 7 1.0
45 3 7.33984375 908 10 7 1.0
45 5 5.3369140625 909 8 5 0.7142857142857143
46 4 5.31640625 916 8 5 0.7142857142857143
46 2 7.3046875 920 10 7 1.0
47 2 7.2958984375 923 10 7 1.0
47 6 7.2900390625 925 10 7 1.0
48 2 7.287109375 926 10 7 1.0
48 4 7.2783203125 929 10 7 1.0
49 2 7.26953125 932 10 7 1.0
49 5 4.26953125 932 7 4 0.5714285714285714
49 4 7.263671875 934 10 7 1.0
