gen testSuiteSize notKilledMutants number_of_tests no_discount_objective no_equiv_mut_not_killed no_equiv_mut_not_killed_perc
1 5 5.970703125 5 6 6 0.6
1 6 2.9892578125 11 3 3 0.3
2 2 8 90 8 8 0.8
2 3 4 109 4 4 0.4
3 7 6 131 6 6 0.6
3 4 7 143 7 7 0.7
4 7 3 175 3 3 0.3
4 2 9 177 9 9 0.9
4 4 8 191 8 8 0.8
4 5 6 198 6 6 0.6
4 6 5 206 5 5 0.5
5 4 5 210 5 5 0.5
5 3 6 223 6 6 0.6
5 6 0 228 0 0 0.0
6 2 9 247 9 9 0.9
6 5 6 254 6 6 0.6
6 4 8 261 8 8 0.8
7 5 2 283 2 2 0.2
7 2 10 301 10 10 1.0
7 3 6 304 6 6 0.6
8 4 8 314 8 8 0.8
8 1 10 328 10 10 1.0
8 5 5 340 5 5 0.5
9 2 10 355 10 10 1.0
9 3 9 358 9 9 0.9
9 8 5 364 5 5 0.5
9 6 6 371 6 6 0.6
10 3 8 389 8 8 0.8
10 5 5 392 5 5 0.5
10 1 10 400 10 10 1.0
10 4 6 402 6 6 0.6
11 7 4 403 4 4 0.4
11 6 5 408 5 5 0.5
11 5 6 413 6 6 0.6
11 4 7 426 7 7 0.7
12 4 5 433 5 5 0.5
13 5 4 468 4 4 0.4
13 3 7 474 7 7 0.7
14 3 8 488 8 8 0.8
14 4 4 488 4 4 0.4
14 8 2 494 2 2 0.2
14 2 10 506 10 10 1.0
15 4 10 514 10 10 1.0
15 5 3 532 3 3 0.3
16 3 9 544 9 9 0.9
16 7 4 554 4 4 0.4
16 4 5 555 5 5 0.5
17 5 3 566 3 3 0.3
17 4 8 579 8 8 0.8
18 4 3 592 3 3 0.3
18 1 8 595 8 8 0.8
19 3 7 615 7 7 0.7
19 7 5 621 5 5 0.5
20 3 9 626 9 9 0.9
20 4 3 635 3 3 0.3
21 3 8 644 8 8 0.8
21 6 4 645 4 4 0.4
21 4 7 649 7 7 0.7
22 4 5 664 5 5 0.5
22 2 8 668 8 8 0.8
23 4 4 684 4 4 0.4
23 0 10 688 10 10 1.0
24 3 8 694 8 8 0.8
24 5 2 709 2 2 0.2
25 4 7 709 7 7 0.7
25 3 8 715 8 8 0.8
26 4 2 724 2 2 0.2
26 3 9 724 9 9 0.9
26 7 0 727 0 0 0.0
27 4 5 748 5 5 0.5
28 3 8 751 8 8 0.8
28 4 3 751 3 3 0.3
28 7 0 758 0 0 0.0
28 1 9 758 9 9 0.9
29 1 10 770 10 10 1.0
29 4 7 776 7 7 0.7
30 3 7 776 7 7 0.7
30 5 5 783 5 5 0.5
31 1 6 793 6 6 0.6
32 4 9 797 9 9 0.9
32 5 7 803 7 7 0.7
32 1 10 810 10 10 1.0
33 4 5 814 5 5 0.5
34 6 5 826 5 5 0.5
34 4 7 829 7 7 0.7
34 3 8 829 8 8 0.8
35 3 2 830 2 2 0.2
35 2 8 830 8 8 0.8
36 3 7 842 7 7 0.7
36 2 9 846 9 9 0.9
37 3 6 848 6 6 0.6
38 6 2 859 2 2 0.2
38 3 5 860 5 5 0.5
38 2 10 862 10 10 1.0
39 6 3 869 3 3 0.3
39 3 4 870 4 4 0.4
40 3 10 870 10 10 1.0
40 5 5 877 5 5 0.5
40 4 7 877 7 7 0.7
41 4 6 877 6 6 0.6
41 3 7 880 7 7 0.7
41 5 5 884 5 5 0.5
42 2 10 886 10 10 1.0
42 8 4 888 4 4 0.4
42 3 9 888 9 9 0.9
42 5 5 889 5 5 0.5
43 5 4 893 4 4 0.4
43 4 5 901 5 5 0.5
43 2 9 901 9 9 0.9
44 8 3 901 3 3 0.3
44 1 9 902 9 9 0.9
44 3 8 903 8 8 0.8
44 6 6 907 6 6 0.6
45 4 7 907 7 7 0.7
45 5 4 907 4 4 0.4
45 2 8 910 8 8 0.8
46 3 8 918 8 8 0.8
46 5 6 921 6 6 0.6
47 4 8 923 8 8 0.8
47 5 5 923 5 5 0.5
47 3 9 927 9 9 0.9
48 7 3 930 3 3 0.3
48 2 9 931 9 9 0.9
48 5 7 931 7 7 0.7
49 4 6 932 6 6 0.6
49 2 8 932 8 8 0.8
50 8 3 932 3 3 0.3
50 6 4 932 4 4 0.4
50 5 5 933 5 5 0.5
50 1 9 933 9 9 0.9
51 3 1 935 1 1 0.1
52 2 9 936 9 9 0.9
52 6 5 936 5 5 0.5
52 4 6 937 6 6 0.6
52 8 2 937 2 2 0.2
53 3 8 939 8 8 0.8
53 5 5 939 5 5 0.5
54 5 5 944 5 5 0.5
54 6 4 946 4 4 0.4
54 4 10 948 10 10 1.0
54 7 3 949 3 3 0.3
55 4 0 951 0 0 0.0
56 1 9 955 9 9 0.9
56 2 8 958 8 8 0.8
56 4 4 958 4 4 0.4
57 5 3 961 3 3 0.3
57 3 5 961 5 5 0.5
58 5 5 964 5 5 0.5
58 3 8 967 8 8 0.8
59 2 9 967 9 9 0.9
59 8 1 967 1 1 0.1
59 4 7 968 7 7 0.7
59 7 5 968 5 5 0.5
60 3 5 971 5 5 0.5
61 2 9 972 9 9 0.9
61 7 3 972 3 3 0.3
61 3 7 972 7 7 0.7
62 8 2 973 2 2 0.2
62 3 3 974 3 3 0.3
63 6 2 976 2 2 0.2
63 4 5 977 5 5 0.5
64 3 9 978 9 9 0.9
64 2 10 979 10 10 1.0
64 6 5 981 5 5 0.5
65 4 5 981 5 5 0.5
66 3 5 982 5 5 0.5
67 2 6 983 6 6 0.6
67 8 5 985 5 5 0.5
68 2 9 985 9 9 0.9
68 8 6 985 6 6 0.6
68 4 8 985 8 8 0.8
69 2 9 986 9 9 0.9
69 3 8 986 8 8 0.8
69 4 7 986 7 7 0.7
70 3 6 986 6 6 0.6
70 6 2 986 2 2 0.2
71 3 5 986 5 5 0.5
72 6 4 988 4 4 0.4
72 3 5 988 5 5 0.5
73 1 10 988 10 10 1.0
73 5 7 989 7 7 0.7
73 7 5 989 5 5 0.5
73 3 8 989 8 8 0.8
74 4 6 989 6 6 0.6
74 3 9 990 9 9 0.9
75 4 6 993 6 6 0.6
75 3 8 993 8 8 0.8
76 6 0 993 0 0 0.0
76 4 5 993 5 5 0.5
77 5 3 993 3 3 0.3
77 4 7 993 7 7 0.7
77 3 8 993 8 8 0.8
78 3 10 993 10 10 1.0
78 6 5 994 5 5 0.5
78 4 7 994 7 7 0.7
79 5 5 996 5 5 0.5
79 3 8 997 8 8 0.8
79 4 6 999 6 6 0.6
80 6 5 999 5 5 0.5
80 4 6 999 6 6 0.6
81 5 8 1001 8 8 0.8
81 6 5 1002 5 5 0.5
82 4 6 1003 6 6 0.6
