gen testSuiteSize notKilledMutants number_of_tests no_discount_objective no_equiv_mut_not_killed no_equiv_mut_not_killed_perc
1 2 9.89453125 6 10 10 1.0
1 4 6.84765625 26 7 7 0.7
1 6 0 32 0 0 0.0
1 5 3 36 3 3 0.3
2 0 10 68 10 10 1.0
2 2 9 70 9 9 0.9
2 3 8 73 8 8 0.8
2 4 4 75 4 4 0.4
3 4 5 93 5 5 0.5
3 2 10 95 10 10 1.0
3 3 6 102 6 6 0.6
4 2 9 141 9 9 0.9
4 6 6 146 6 6 0.6
4 5 8 149 8 8 0.8
4 7 3 156 3 3 0.3
5 6 1 172 1 1 0.1
5 5 4 182 4 4 0.4
5 3 7 188 7 7 0.7
5 2 10 198 10 10 1.0
6 5 5 208 5 5 0.5
6 8 3 213 3 3 0.3
6 1 7 214 7 7 0.7
7 4 4 252 4 4 0.4
7 1 8 252 8 8 0.8
8 7 4 286 4 4 0.4
8 5 7 289 7 7 0.7
8 2 9 289 9 9 0.9
9 5 1 299 1 1 0.1
9 4 6 306 6 6 0.6
10 5 4 314 4 4 0.4
10 3 5 323 5 5 0.5
11 1 9 328 9 9 0.9
11 5 1 341 1 1 0.1
12 5 3 355 3 3 0.3
12 3 6 362 6 6 0.6
12 9 1 368 1 1 0.1
13 7 4 372 4 4 0.4
13 6 5 373 5 5 0.5
13 3 10 373 10 10 1.0
13 4 8 376 8 8 0.8
13 8 0 378 0 0 0.0
14 3 7 388 7 7 0.7
14 5 4 389 4 4 0.4
15 3 2 395 2 2 0.2
16 3 9 404 9 9 0.9
16 5 5 406 5 5 0.5
16 4 8 409 8 8 0.8
17 5 3 413 3 3 0.3
17 4 5 414 5 5 0.5
17 3 9 417 9 9 0.9
18 3 3 420 3 3 0.3
19 7 2 430 2 2 0.2
19 3 4 431 4 4 0.4
20 2 10 435 10 10 1.0
20 5 2 439 2 2 0.2
20 3 8 439 8 8 0.8
20 4 7 441 7 7 0.7
21 7 1 443 1 1 0.1
21 3 5 444 5 5 0.5
21 1 9 444 9 9 0.9
22 3 10 446 10 10 1.0
22 5 6 448 6 6 0.6
22 4 8 448 8 8 0.8
23 1 10 453 10 10 1.0
23 5 4 457 4 4 0.4
23 4 5 458 5 5 0.5
24 5 1 459 1 1 0.1
24 3 5 462 5 5 0.5
25 3 9 466 9 9 0.9
25 4 5 469 5 5 0.5
25 5 4 469 4 4 0.4
26 5 6 469 6 6 0.6
26 4 7 469 7 7 0.7
26 6 4 470 4 4 0.4
27 3 10 470 10 10 1.0
27 4 7 471 7 7 0.7
27 6 3 474 3 3 0.3
28 3 9 476 9 9 0.9
28 6 1 476 1 1 0.1
28 5 5 477 5 5 0.5
29 3 8 478 8 8 0.8
29 5 5 478 5 5 0.5
30 4 2 480 2 2 0.2
30 3 7 482 7 7 0.7
31 3 9 482 9 9 0.9
31 4 2 485 2 2 0.2
32 4 2 486 2 2 0.2
32 2 7 486 7 7 0.7
33 2 10 489 10 10 1.0
33 3 5 489 5 5 0.5
33 6 1 489 1 1 0.1
34 5 4 490 4 4 0.4
34 2 9 490 9 9 0.9
34 6 1 490 1 1 0.1
35 2 8 490 8 8 0.8
35 4 5 492 5 5 0.5
36 4 4 493 4 4 0.4
37 3 5 495 5 5 0.5
38 3 2 498 2 2 0.2
38 4 1 499 1 1 0.1
39 5 2 499 2 2 0.2
39 3 7 499 7 7 0.7
40 3 9 499 9 9 0.9
40 4 7 500 7 7 0.7
40 5 2 502 2 2 0.2
41 5 2 502 2 2 0.2
41 4 8 503 8 8 0.8
42 3 10 503 10 10 1.0
42 4 2 504 2 2 0.2
43 2 8 505 8 8 0.8
43 5 5 505 5 5 0.5
44 3 7 505 7 7 0.7
44 6 3 505 3 3 0.3
44 2 9 505 9 9 0.9
45 5 0 506 0 0 0.0
45 2 10 506 10 10 1.0
45 4 5 506 5 5 0.5
46 2 9 506 9 9 0.9
46 3 5 506 5 5 0.5
47 3 8 506 8 8 0.8
47 6 0 506 0 0 0.0
47 4 2 506 2 2 0.2
48 3 8 506 8 8 0.8
48 7 3 506 3 3 0.3
48 2 9 506 9 9 0.9
49 6 2 508 2 2 0.2
49 3 6 508 6 6 0.6
50 3 9 508 9 9 0.9
50 4 5 508 5 5 0.5
51 2 9 508 9 9 0.9
51 7 5 508 5 5 0.5
51 5 6 508 6 6 0.6
52 3 6 509 6 6 0.6
52 5 5 510 5 5 0.5
53 5 3 510 3 3 0.3
53 3 6 510 6 6 0.6
54 3 2 510 2 2 0.2
55 6 4 510 4 4 0.4
55 5 6 510 6 6 0.6
55 1 10 510 10 10 1.0
55 2 8 510 8 8 0.8
56 3 8 511 8 8 0.8
56 4 6 511 6 6 0.6
56 7 1 511 1 1 0.1
56 5 5 511 5 5 0.5
57 5 6 511 6 6 0.6
57 7 0 511 0 0 0.0
57 3 9 511 9 9 0.9
58 2 5 511 5 5 0.5
58 7 4 511 4 4 0.4
59 3 10 511 10 10 1.0
59 4 2 511 2 2 0.2
60 2 10 511 10 10 1.0
60 5 4 511 4 4 0.4
60 6 1 511 1 1 0.1
60 3 8 511 8 8 0.8
61 4 5 511 5 5 0.5
61 2 10 511 10 10 1.0
61 3 9 511 9 9 0.9
61 6 0 511 0 0 0.0
62 4 2 511 2 2 0.2
62 3 5 511 5 5 0.5
63 1 10 511 10 10 1.0
63 3 8 511 8 8 0.8
63 5 5 511 5 5 0.5
64 3 3 511 3 3 0.3
64 2 10 511 10 10 1.0
65 3 8 511 8 8 0.8
65 4 1 511 1 1 0.1
66 2 10 511 10 10 1.0
66 6 4 511 4 4 0.4
66 3 6 511 6 6 0.6
67 4 5 511 5 5 0.5
68 3 10 511 10 10 1.0
68 5 2 511 2 2 0.2
68 4 7 511 7 7 0.7
69 3 9 511 9 9 0.9
69 5 5 511 5 5 0.5
69 2 10 511 10 10 1.0
70 5 5 511 5 5 0.5
70 8 1 511 1 1 0.1
70 4 8 511 8 8 0.8
70 2 10 511 10 10 1.0
70 6 4 511 4 4 0.4
71 6 5 511 5 5 0.5
71 1 10 511 10 10 1.0
71 3 6 511 6 6 0.6
72 4 2 511 2 2 0.2
72 3 4 511 4 4 0.4
72 2 8 511 8 8 0.8
72 1 10 511 10 10 1.0
73 5 1 511 1 1 0.1
73 2 8 511 8 8 0.8
73 1 9 511 9 9 0.9
73 4 3 511 3 3 0.3
74 4 5 511 5 5 0.5
74 2 10 511 10 10 1.0
74 6 4 511 4 4 0.4
75 8 4 511 4 4 0.4
75 4 5 511 5 5 0.5
76 4 2 511 2 2 0.2
76 2 9 512 9 9 0.9
77 3 10 512 10 10 1.0
77 4 9 512 9 9 0.9
77 6 5 512 5 5 0.5
78 4 9 512 9 9 0.9
78 2 10 512 10 10 1.0
78 6 1 512 1 1 0.1
78 5 4 512 4 4 0.4
79 3 9 512 9 9 0.9
79 4 4 512 4 4 0.4
80 1 9 512 9 9 0.9
80 4 6 512 6 6 0.6
81 1 10 512 10 10 1.0
81 4 8 512 8 8 0.8
81 6 4 512 4 4 0.4
81 5 5 512 5 5 0.5
82 4 2 512 2 2 0.2
82 3 10 512 10 10 1.0
83 3 8 512 8 8 0.8
83 6 2 512 2 2 0.2
84 4 7 512 7 7 0.7
84 6 4 512 4 4 0.4
85 2 9 512 9 9 0.9
85 4 2 512 2 2 0.2
85 3 7 512 7 7 0.7
86 4 6 512 6 6 0.6
86 7 2 512 2 2 0.2
86 3 7 512 7 7 0.7
87 6 5 512 5 5 0.5
87 4 7 512 7 7 0.7
87 3 9 512 9 9 0.9
88 4 2 512 2 2 0.2
88 3 7 512 7 7 0.7
89 4 3 512 3 3 0.3
89 3 6 512 6 6 0.6
90 1 10 512 10 10 1.0
90 5 4 512 4 4 0.4
90 3 8 512 8 8 0.8
91 6 5 512 5 5 0.5
91 4 10 512 10 10 1.0
91 5 6 512 6 6 0.6
92 4 3 512 3 3 0.3
92 3 10 512 10 10 1.0
93 3 9 512 9 9 0.9
93 4 4 512 4 4 0.4
93 7 3 512 3 3 0.3
94 5 6 512 6 6 0.6
