gen testSuiteSize notKilledMutants number_of_tests no_discount_objective no_equiv_mut_not_killed no_equiv_mut_not_killed_perc
1 2 10 5 10 9 1.0
1 7 6 12 6 5 0.5555555555555556
2 2 10 48 10 9 1.0
3 2 10 49 10 9 1.0
4 2 10 51 10 9 1.0
5 2 10 54 10 9 1.0
6 2 10 54 10 9 1.0
7 2 10 56 10 9 1.0
8 2 10 57 10 9 1.0
9 2 10 61 10 9 1.0
10 2 10 66 10 9 1.0
11 2 10 69 10 9 1.0
12 2 10 72 10 9 1.0
13 2 10 74 10 9 1.0
14 2 10 77 10 9 1.0
15 2 10 82 10 9 1.0
16 2 10 85 10 9 1.0
17 2 10 87 10 9 1.0
18 2 10 89 10 9 1.0
19 2 10 90 10 9 1.0
20 2 10 93 10 9 1.0
21 2 10 95 10 9 1.0
21 3 8 96 8 7 0.7777777777777778
22 2 10 96 10 9 1.0
23 3 7 101 7 6 0.6666666666666666
23 2 10 102 10 9 1.0
24 2 10 105 10 9 1.0
25 2 10 107 10 9 1.0
26 2 10 112 10 9 1.0
27 2 10 117 10 9 1.0
28 2 10 118 10 9 1.0
29 2 10 121 10 9 1.0
30 2 10 121 10 9 1.0
31 2 10 124 10 9 1.0
32 2 10 126 10 9 1.0
33 2 10 127 10 9 1.0
34 2 10 132 10 9 1.0
35 2 10 134 10 9 1.0
36 2 10 137 10 9 1.0
36 3 8 139 8 7 0.7777777777777778
37 2 10 140 10 9 1.0
38 2 10 142 10 9 1.0
39 2 10 143 10 9 1.0
40 2 10 145 10 9 1.0
41 2 10 146 10 9 1.0
42 2 10 148 10 9 1.0
43 2 10 149 10 9 1.0
44 2 10 152 10 9 1.0
45 2 10 155 10 9 1.0
45 3 7 156 7 6 0.6666666666666666
46 2 10 157 10 9 1.0
47 2 10 158 10 9 1.0
48 2 10 158 10 9 1.0
49 2 10 159 10 9 1.0
50 2 10 162 10 9 1.0
51 2 10 162 10 9 1.0
52 2 10 164 10 9 1.0
53 2 10 167 10 9 1.0
54 1 10 171 10 9 1.0
55 7 6 171 6 5 0.5555555555555556
55 6 10 174 10 9 1.0
56 7 6 175 6 5 0.5555555555555556
56 6 10 176 10 9 1.0
57 7 6 178 6 5 0.5555555555555556
58 7 6 181 6 5 0.5555555555555556
59 7 6 183 6 5 0.5555555555555556
59 6 10 184 10 9 1.0
60 7 6 186 6 5 0.5555555555555556
61 7 6 194 6 5 0.5555555555555556
62 7 6 198 6 5 0.5555555555555556
62 6 10 200 10 9 1.0
63 7 5 203 5 4 0.4444444444444444
64 1 10 207 10 9 1.0
64 3 8 208 8 7 0.7777777777777778
65 2 8 210 8 7 0.7777777777777778
65 1 10 210 10 9 1.0
66 1 10 211 10 9 1.0
67 1 10 212 10 9 1.0
68 1 10 212 10 9 1.0
69 1 10 214 10 9 1.0
70 1 10 215 10 9 1.0
71 1 10 215 10 9 1.0
71 2 8 217 8 7 0.7777777777777778
72 1 10 217 10 9 1.0
73 1 10 219 10 9 1.0
74 1 10 220 10 9 1.0
75 1 10 221 10 9 1.0
76 1 10 222 10 9 1.0
77 1 10 222 10 9 1.0
78 1 10 225 10 9 1.0
79 1 10 227 10 9 1.0
80 1 10 227 10 9 1.0
81 1 10 229 10 9 1.0
82 1 10 231 10 9 1.0
83 1 10 231 10 9 1.0
84 1 10 233 10 9 1.0
85 1 10 234 10 9 1.0
86 1 10 235 10 9 1.0
87 1 10 235 10 9 1.0
88 1 10 235 10 9 1.0
88 2 9 238 9 8 0.8888888888888888
89 1 10 238 10 9 1.0
90 1 10 241 10 9 1.0
91 1 10 242 10 9 1.0
92 1 10 242 10 9 1.0
93 1 10 244 10 9 1.0
94 1 10 245 10 9 1.0
95 1 10 245 10 9 1.0
96 1 10 246 10 9 1.0
97 1 10 246 10 9 1.0
98 1 10 248 10 9 1.0
99 1 10 248 10 9 1.0
100 1 10 250 10 9 1.0
100 3 1 252 1 0 0.0
101 1 10 253 10 9 1.0
101 2 7 254 7 6 0.6666666666666666
102 1 10 256 10 9 1.0
103 1 10 256 10 9 1.0
104 1 10 256 10 9 1.0
105 1 10 258 10 9 1.0
106 1 10 258 10 9 1.0
106 2 9 260 9 8 0.8888888888888888
107 1 10 260 10 9 1.0
108 1 10 260 10 9 1.0
109 1 10 261 10 9 1.0
110 1 10 261 10 9 1.0
111 1 10 262 10 9 1.0
112 1 10 263 10 9 1.0
113 1 10 263 10 9 1.0
114 1 10 264 10 9 1.0
115 1 10 265 10 9 1.0
116 1 10 266 10 9 1.0
117 1 10 266 10 9 1.0
117 2 8 268 8 7 0.7777777777777778
118 1 10 268 10 9 1.0
119 1 10 268 10 9 1.0
120 1 10 270 10 9 1.0
121 1 10 272 10 9 1.0
122 1 10 272 10 9 1.0
123 1 10 272 10 9 1.0
124 1 10 272 10 9 1.0
125 1 10 272 10 9 1.0
125 2 8 274 8 7 0.7777777777777778
126 1 10 274 10 9 1.0
127 1 10 274 10 9 1.0
128 1 10 275 10 9 1.0
129 1 10 276 10 9 1.0
130 1 10 277 10 9 1.0
130 2 6 277 6 5 0.5555555555555556
131 1 10 278 10 9 1.0
132 1 10 278 10 9 1.0
133 1 10 279 10 9 1.0
134 1 10 279 10 9 1.0
135 1 10 280 10 9 1.0
135 2 8 282 8 7 0.7777777777777778
136 1 10 282 10 9 1.0
137 1 10 283 10 9 1.0
138 1 10 287 10 9 1.0
139 1 10 288 10 9 1.0
140 1 10 289 10 9 1.0
141 1 10 290 10 9 1.0
142 1 10 292 10 9 1.0
142 3 8 293 8 7 0.7777777777777778
143 1 10 293 10 9 1.0
143 2 7 293 7 6 0.6666666666666666
144 1 10 293 10 9 1.0
145 1 10 294 10 9 1.0
146 2 9 294 9 8 0.8888888888888888
