gen testSuiteSize notKilledMutants number_of_tests no_discount_objective no_equiv_mut_not_killed no_equiv_mut_not_killed_perc
1 3 0 20 0 0 0.0
2 3 0 71 0 0 0.0
3 2 1 116 1 1 0.1
3 3 0 133 0 0 0.0
4 3 0 135 0 0 0.0
5 2 0 197 0 0 0.0
6 2 0 227 0 0 0.0
7 3 0 253 0 0 0.0
8 3 1 313 1 1 0.1
8 4 0 318 0 0 0.0
9 4 0 326 0 0 0.0
10 3 1 369 1 1 0.1
10 4 0 371 0 0 0.0
11 4 0 404 0 0 0.0
12 2 0 455 0 0 0.0
13 4 0 475 0 0 0.0
14 2 1 490 1 1 0.1
14 6 0 492 0 0 0.0
15 4 1 515 1 1 0.1
15 5 0 518 0 0 0.0
15 2 3 526 3 3 0.3
16 6 0 536 0 0 0.0
16 2 1 538 1 1 0.1
17 3 0 566 0 0 0.0
18 5 0 590 0 0 0.0
18 3 1 597 1 1 0.1
19 3 0 618 0 0 0.0
20 2 2 627 2 2 0.2
20 4 0 634 0 0 0.0
21 4 1 652 1 1 0.1
21 3 3 652 3 3 0.3
21 6 0 654 0 0 0.0
22 3 1 685 1 1 0.1
22 4 0 686 0 0 0.0
23 4 0 699 0 0 0.0
23 3 1 700 1 1 0.1
24 4 2 702 2 2 0.2
24 5 0 707 0 0 0.0
25 2 2 721 2 2 0.2
25 3 0 727 0 0 0.0
26 4 0 732 0 0 0.0
27 2 3 748 3 3 0.3
27 3 0 750 0 0 0.0
28 4 0 760 0 0 0.0
28 2 4 761 4 4 0.4
28 3 1 762 1 1 0.1
29 5 0 772 0 0 0.0
29 1 1 783 1 1 0.1
30 3 1 788 1 1 0.1
30 5 0 795 0 0 0.0
31 2 0 800 0 0 0.0
32 5 0 823 0 0 0.0
32 3 2 823 2 2 0.2
33 4 1 835 1 1 0.1
33 6 0 838 0 0 0.0
34 2 2 838 2 2 0.2
34 3 0 840 0 0 0.0
35 4 0 848 0 0 0.0
36 4 0 853 0 0 0.0
36 3 1 860 1 1 0.1
37 6 0 860 0 0 0.0
37 3 3 862 3 3 0.3
37 4 1 864 1 1 0.1
38 2 0 867 0 0 0.0
39 3 0 873 0 0 0.0
40 4 1 879 1 1 0.1
40 5 0 880 0 0 0.0
41 2 1 882 1 1 0.1
41 3 0 883 0 0 0.0
42 3 0 889 0 0 0.0
42 2 3 892 3 3 0.3
43 4 0 894 0 0 0.0
43 3 1 896 1 1 0.1
44 4 0 899 0 0 0.0
44 3 1 905 1 1 0.1
45 2 0 905 0 0 0.0
45 1 3 909 3 3 0.3
46 2 0 920 0 0 0.0
46 1 4 924 4 4 0.4
47 2 0 926 0 0 0.0
48 3 0 926 0 0 0.0
49 6 0 933 0 0 0.0
49 2 3 933 3 3 0.3
49 3 1 936 1 1 0.1
50 4 0 939 0 0 0.0
50 2 3 939 3 3 0.3
51 5 0 942 0 0 0.0
51 3 1 944 1 1 0.1
52 4 0 945 0 0 0.0
53 4 0 952 0 0 0.0
54 3 0 957 0 0 0.0
55 2 2 959 2 2 0.2
55 5 0 962 0 0 0.0
55 4 1 962 1 1 0.1
55 1 3 962 3 3 0.3
56 3 0 964 0 0 0.0
57 4 0 969 0 0 0.0
58 3 0 973 0 0 0.0
59 3 0 973 0 0 0.0
60 4 0 975 0 0 0.0
60 2 3 975 3 3 0.3
60 3 1 975 1 1 0.1
61 3 0 979 0 0 0.0
61 2 1 979 1 1 0.1
62 5 0 982 0 0 0.0
62 4 1 983 1 1 0.1
63 4 0 983 0 0 0.0
64 2 1 985 1 1 0.1
64 7 0 986 0 0 0.0
65 3 1 988 1 1 0.1
65 5 0 988 0 0 0.0
66 2 1 990 1 1 0.1
66 3 0 990 0 0 0.0
67 3 0 992 0 0 0.0
67 2 1 992 1 1 0.1
68 2 3 992 3 3 0.3
68 4 0 994 0 0 0.0
69 4 1 994 1 1 0.1
69 6 0 994 0 0 0.0
70 2 4 995 4 4 0.4
70 5 0 995 0 0 0.0
70 4 1 995 1 1 0.1
71 4 0 995 0 0 0.0
72 2 3 999 3 3 0.3
72 6 0 1000 0 0 0.0
72 3 1 1000 1 1 0.1
73 2 0 1002 0 0 0.0
74 2 4 1002 4 4 0.4
74 4 0 1002 0 0 0.0
75 3 0 1006 0 0 0.0
75 2 3 1006 3 3 0.3
76 3 0 1006 0 0 0.0
76 2 3 1006 3 3 0.3
77 2 1 1007 1 1 0.1
77 3 0 1007 0 0 0.0
78 2 2 1007 2 2 0.2
78 4 0 1009 0 0 0.0
79 2 0 1010 0 0 0.0
80 5 0 1011 0 0 0.0
80 3 1 1011 1 1 0.1
81 3 4 1011 4 4 0.4
81 4 1 1011 1 1 0.1
81 5 0 1011 0 0 0.0
82 1 3 1011 3 3 0.3
82 4 0 1012 0 0 0.0
82 3 1 1012 1 1 0.1
83 4 0 1012 0 0 0.0
83 2 1 1012 1 1 0.1
84 3 1 1014 1 1 0.1
84 4 0 1014 0 0 0.0
85 3 0 1014 0 0 0.0
86 5 0 1014 0 0 0.0
86 3 3 1014 3 3 0.3
87 3 0 1014 0 0 0.0
88 4 0 1014 0 0 0.0
89 4 0 1014 0 0 0.0
89 3 1 1014 1 1 0.1
90 4 0 1014 0 0 0.0
91 4 0 1014 0 0 0.0
91 3 1 1014 1 1 0.1
91 2 3 1014 3 3 0.3
92 3 0 1014 0 0 0.0
92 1 4 1014 4 4 0.4
93 3 0 1014 0 0 0.0
94 4 0 1014 0 0 0.0
94 3 3 1014 3 3 0.3
95 4 0 1014 0 0 0.0
95 2 2 1014 2 2 0.2
96 4 2 1015 2 2 0.2
96 6 0 1016 0 0 0.0
96 3 3 1016 3 3 0.3
96 5 1 1017 1 1 0.1
96 1 4 1017 4 4 0.4
97 3 0 1017 0 0 0.0
98 4 0 1017 0 0 0.0
98 1 4 1017 4 4 0.4
99 3 0 1017 0 0 0.0
100 3 0 1017 0 0 0.0
101 4 0 1019 0 0 0.0
102 5 0 1019 0 0 0.0
102 4 1 1019 1 1 0.1
103 3 0 1020 0 0 0.0
104 3 1 1020 1 1 0.1
104 6 0 1020 0 0 0.0
104 1 3 1020 3 3 0.3
105 5 0 1020 0 0 0.0
105 4 1 1020 1 1 0.1
105 3 3 1020 3 3 0.3
106 4 0 1021 0 0 0.0
107 3 2 1021 2 2 0.2
107 4 0 1021 0 0 0.0
107 2 3 1021 3 3 0.3
108 2 2 1021 2 2 0.2
108 3 0 1021 0 0 0.0
109 1 0 1021 0 0 0.0
110 3 0 1021 0 0 0.0
111 1 3 1021 3 3 0.3
111 3 0 1021 0 0 0.0
112 4 0 1021 0 0 0.0
113 4 0 1021 0 0 0.0
