gen testSuiteSize notKilledMutants number_of_tests no_discount_objective no_equiv_mut_not_killed no_equiv_mut_not_killed_perc
1 6 4.78515625 11 5 5 0.5
1 8 2.87890625 31 3 3 0.3
1 2 7.85546875 37 8 8 0.8
1 5 4.83203125 43 5 5 0.5
2 2 9.8046875 50 10 10 1.0
2 5 5.76953125 59 6 6 0.6
2 3 7.765625 60 8 8 0.8
3 2 6.69921875 77 7 7 0.7
3 1 9.671875 84 10 10 1.0
3 7 6.64453125 91 7 7 0.7
4 4 4 107 4 4 0.4
4 3 9 112 9 9 0.9
4 6 0 118 0 0 0.0
5 1 8 137 8 8 0.8
5 4 5 148 5 5 0.5
6 4 5 171 5 5 0.5
7 3 7 181 7 7 0.7
8 5 8 189 8 8 0.8
8 8 7 197 7 7 0.7
8 4 9 198 9 9 0.9
8 2 10 198 10 10 1.0
9 4 3 210 3 3 0.3
9 3 7 212 7 7 0.7
10 2 9 212 9 9 0.9
10 6 4 212 4 4 0.4
10 5 5 214 5 5 0.5
10 4 7 218 7 7 0.7
11 6 7 220 7 7 0.7
11 3 9 221 9 9 0.9
11 4 8 221 8 8 0.8
12 8 1 228 1 1 0.1
12 5 4 231 4 4 0.4
12 4 9 232 9 9 0.9
13 4 8 233 8 8 0.8
13 3 9 234 9 9 0.9
13 5 5 237 5 5 0.5
14 3 8 240 8 8 0.8
14 5 6 240 6 6 0.6
15 5 5 241 5 5 0.5
15 4 9 244 9 9 0.9
16 3 8 244 8 8 0.8
16 5 6 245 6 6 0.6
16 2 9 246 9 9 0.9
17 5 3 247 3 3 0.3
17 3 8 248 8 8 0.8
18 5 0 248 0 0 0.0
18 3 9 248 9 9 0.9
18 4 5 248 5 5 0.5
19 8 0 250 0 0 0.0
19 3 8 250 8 8 0.8
19 2 9 250 9 9 0.9
19 6 6 250 6 6 0.6
20 6 6 253 6 6 0.6
20 3 9 253 9 9 0.9
20 4 7 253 7 7 0.7
20 7 4 253 4 4 0.4
21 5 3 254 3 3 0.3
21 4 7 254 7 7 0.7
21 6 0 254 0 0 0.0
22 3 9 254 9 9 0.9
22 4 8 255 8 8 0.8
22 2 10 255 10 10 1.0
22 5 6 255 6 6 0.6
23 2 7 255 7 7 0.7
23 5 4 255 4 4 0.4
24 4 7 255 7 7 0.7
24 1 10 255 10 10 1.0
24 3 9 255 9 9 0.9
25 4 8 255 8 8 0.8
25 6 0 255 0 0 0.0
26 2 10 255 10 10 1.0
26 7 2 256 2 2 0.2
26 5 6 256 6 6 0.6
26 3 8 256 8 8 0.8
26 6 4 256 4 4 0.4
27 5 4 256 4 4 0.4
27 2 10 256 10 10 1.0
27 7 3 256 3 3 0.3
28 4 6 256 6 6 0.6
28 5 4 256 4 4 0.4
28 3 8 256 8 8 0.8
29 0 10 256 10 10 1.0
29 5 4 256 4 4 0.4
29 6 3 256 3 3 0.3
29 3 8 256 8 8 0.8
30 3 8 256 8 8 0.8
30 2 10 256 10 10 1.0
30 5 0 256 0 0 0.0
30 4 6 256 6 6 0.6
31 4 5 256 5 5 0.5
31 2 8 256 8 8 0.8
32 6 4 256 4 4 0.4
32 4 7 256 7 7 0.7
32 1 10 256 10 10 1.0
33 5 2 256 2 2 0.2
33 4 6 256 6 6 0.6
34 3 3 256 3 3 0.3
35 4 8 256 8 8 0.8
35 5 7 256 7 7 0.7
35 7 6 256 6 6 0.6
35 3 9 256 9 9 0.9
36 3 10 256 10 10 1.0
36 4 9 256 9 9 0.9
36 5 6 256 6 6 0.6
36 8 0 256 0 0 0.0
37 2 3 256 3 3 0.3
37 1 10 256 10 10 1.0
38 4 0 256 0 0 0.0
39 8 0 256 0 0 0.0
39 3 9 256 9 9 0.9
39 5 4 256 4 4 0.4
39 4 8 256 8 8 0.8
40 4 3 256 3 3 0.3
40 2 9 256 9 9 0.9
41 7 4 256 4 4 0.4
41 3 7 256 7 7 0.7
42 7 3 256 3 3 0.3
42 2 10 256 10 10 1.0
42 3 8 256 8 8 0.8
42 5 6 256 6 6 0.6
43 4 0 256 0 0 0.0
43 3 9 256 9 9 0.9
44 2 5 256 5 5 0.5
44 5 3 256 3 3 0.3
45 4 8 256 8 8 0.8
45 8 1 256 1 1 0.1
45 2 10 256 10 10 1.0
45 6 3 256 3 3 0.3
45 5 5 256 5 5 0.5
46 6 6 256 6 6 0.6
46 4 7 256 7 7 0.7
46 3 9 256 9 9 0.9
46 1 10 256 10 10 1.0
47 4 7 256 7 7 0.7
47 3 10 256 10 10 1.0
47 5 6 256 6 6 0.6
47 6 4 256 4 4 0.4
48 3 9 256 9 9 0.9
48 7 7 256 7 7 0.7
48 4 8 256 8 8 0.8
49 4 8 256 8 8 0.8
49 5 4 256 4 4 0.4
49 2 10 256 10 10 1.0
50 3 7 256 7 7 0.7
50 4 5 256 5 5 0.5
51 6 0 256 0 0 0.0
51 3 7 256 7 7 0.7
52 3 8 256 8 8 0.8
52 4 0 256 0 0 0.0
53 4 0 256 0 0 0.0
53 3 9 256 9 9 0.9
53 2 10 256 10 10 1.0
54 3 8 256 8 8 0.8
54 6 4 256 4 4 0.4
55 2 4 256 4 4 0.4
56 3 7 256 7 7 0.7
56 2 9 256 9 9 0.9
56 4 5 256 5 5 0.5
57 4 8 256 8 8 0.8
57 5 0 256 0 0 0.0
57 0 10 256 10 10 1.0
58 4 7 256 7 7 0.7
58 5 0 256 0 0 0.0
59 4 0 256 0 0 0.0
59 2 10 256 10 10 1.0
60 6 0 256 0 0 0.0
60 5 8 256 8 8 0.8
61 2 7 256 7 7 0.7
61 5 3 256 3 3 0.3
62 4 5 256 5 5 0.5
62 2 10 256 10 10 1.0
62 8 4 256 4 4 0.4
63 4 7 256 7 7 0.7
63 7 4 256 4 4 0.4
63 2 10 256 10 10 1.0
63 3 8 256 8 8 0.8
64 4 4 256 4 4 0.4
64 5 0 256 0 0 0.0
65 4 8 256 8 8 0.8
65 8 3 256 3 3 0.3
65 5 5 256 5 5 0.5
65 2 10 256 10 10 1.0
66 4 2 256 2 2 0.2
66 3 10 256 10 10 1.0
66 5 0 256 0 0 0.0
67 7 3 256 3 3 0.3
67 4 5 256 5 5 0.5
68 3 9 256 9 9 0.9
68 4 2 256 2 2 0.2
69 5 4 256 4 4 0.4
69 6 0 256 0 0 0.0
69 2 5 256 5 5 0.5
70 3 7 256 7 7 0.7
70 5 4 256 4 4 0.4
71 4 9 256 9 9 0.9
71 5 5 256 5 5 0.5
72 4 8 256 8 8 0.8
72 3 10 256 10 10 1.0
72 5 2 256 2 2 0.2
73 4 8 256 8 8 0.8
73 5 6 256 6 6 0.6
74 8 3 256 3 3 0.3
74 3 8 256 8 8 0.8
74 5 7 256 7 7 0.7
75 3 6 256 6 6 0.6
75 2 8 256 8 8 0.8
75 6 3 256 3 3 0.3
76 4 5 256 5 5 0.5
76 1 9 256 9 9 0.9
77 2 10 256 10 10 1.0
77 4 5 256 5 5 0.5
78 3 5 256 5 5 0.5
79 8 5 256 5 5 0.5
79 4 6 256 6 6 0.6
79 1 9 256 9 9 0.9
80 4 4 256 4 4 0.4
80 3 9 256 9 9 0.9
81 1 10 256 10 10 1.0
81 2 4 256 4 4 0.4
82 4 8 256 8 8 0.8
82 3 10 256 10 10 1.0
82 6 7 256 7 7 0.7
83 3 5 256 5 5 0.5
84 5 5 256 5 5 0.5
84 6 3 256 3 3 0.3
84 3 8 256 8 8 0.8
85 5 4 256 4 4 0.4
85 3 6 256 6 6 0.6
